Title,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,totalSeasons
Dead Tired,"Michel Blanc, Carole Bouquet, Philippe Noiret, Josiane Balasko",2 wins & 2 nominations.,N/A,France,05 Aug 2003,Michel Blanc,Comedy,"French, English",N/A,"What is going on here?!? French director, Michel Blanc (as Himself), just doesn't understand why his life is suddenly falling apart. This nightmarish comedy-thriller is all about identity. ...",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQzMDI2MDEwOF5BMl5BanBnXkFtZTYwMjAyNjg5._V1_SX300.jpg,Gaumont,R,"{'Source': 'Internet Movie Database', 'Value': '6.4/10'}",12 Jul 1995,True,92 min,movie,N/A,"Michel Blanc (scenario and dialogue), Bertrand Blier (original idea)",1994,tt0109942,6.4,"1,574",
Dead Tired,"Michel Blanc, Carole Bouquet, Philippe Noiret, Josiane Balasko",2 wins & 2 nominations.,N/A,France,05 Aug 2003,Michel Blanc,Comedy,"French, English",N/A,"What is going on here?!? French director, Michel Blanc (as Himself), just doesn't understand why his life is suddenly falling apart. This nightmarish comedy-thriller is all about identity. ...",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQzMDI2MDEwOF5BMl5BanBnXkFtZTYwMjAyNjg5._V1_SX300.jpg,Gaumont,R,"{'Source': 'Rotten Tomatoes', 'Value': '50%'}",12 Jul 1995,True,92 min,movie,N/A,"Michel Blanc (scenario and dialogue), Bertrand Blier (original idea)",1994,tt0109942,6.4,"1,574",
Mars Attacks!,"Jack Nicholson, Glenn Close, Annette Bening, Pierce Brosnan",3 wins & 19 nominations.,N/A,USA,24 Jun 1997,Tim Burton,"Comedy, Sci-Fi","English, French",52,Earth is invaded by Martians with unbeatable weapons and a cruel sense of humor.,https://images-na.ssl-images-amazon.com/images/M/MV5BOTAzODA5ZjgtNWI5ZC00NTU5LWE2NjYtM2QzYTcwMzE1MjEzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Warner Home Video,PG-13,"{'Source': 'Internet Movie Database', 'Value': '6.3/10'}",13 Dec 1996,True,106 min,movie,N/A,"Len Brown (trading card series), Woody Gelman (trading card series), Wally Wood (trading card series), Bob Powell (trading card series), Norman Saunders (trading card series), Jonathan Gems (screen story), Jonathan Gems (screenplay)",1996,tt0116996,6.3,"187,104",
Mars Attacks!,"Jack Nicholson, Glenn Close, Annette Bening, Pierce Brosnan",3 wins & 19 nominations.,N/A,USA,24 Jun 1997,Tim Burton,"Comedy, Sci-Fi","English, French",52,Earth is invaded by Martians with unbeatable weapons and a cruel sense of humor.,https://images-na.ssl-images-amazon.com/images/M/MV5BOTAzODA5ZjgtNWI5ZC00NTU5LWE2NjYtM2QzYTcwMzE1MjEzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Warner Home Video,PG-13,"{'Source': 'Rotten Tomatoes', 'Value': '52%'}",13 Dec 1996,True,106 min,movie,N/A,"Len Brown (trading card series), Woody Gelman (trading card series), Wally Wood (trading card series), Bob Powell (trading card series), Norman Saunders (trading card series), Jonathan Gems (screen story), Jonathan Gems (screenplay)",1996,tt0116996,6.3,"187,104",
Mars Attacks!,"Jack Nicholson, Glenn Close, Annette Bening, Pierce Brosnan",3 wins & 19 nominations.,N/A,USA,24 Jun 1997,Tim Burton,"Comedy, Sci-Fi","English, French",52,Earth is invaded by Martians with unbeatable weapons and a cruel sense of humor.,https://images-na.ssl-images-amazon.com/images/M/MV5BOTAzODA5ZjgtNWI5ZC00NTU5LWE2NjYtM2QzYTcwMzE1MjEzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Warner Home Video,PG-13,"{'Source': 'Metacritic', 'Value': '52/100'}",13 Dec 1996,True,106 min,movie,N/A,"Len Brown (trading card series), Woody Gelman (trading card series), Wally Wood (trading card series), Bob Powell (trading card series), Norman Saunders (trading card series), Jonathan Gems (screen story), Jonathan Gems (screenplay)",1996,tt0116996,6.3,"187,104",
Thieves,"Catherine Deneuve, Daniel Auteuil, Laurence Côte, Benoît Magimel",3 wins & 6 nominations.,N/A,France,N/A,André Téchiné,"Crime, Drama, Romance",French,N/A,"In the middle of the night, someone brings Ivan's body home to his wife and his sad-faced, jug-eared son. Through flashbacks, the film discloses the relationships among Ivan and his brother...",https://images-na.ssl-images-amazon.com/images/M/MV5BMGUyMzU3YjEtNDlkZC00NzcwLTg0ZjUtNWNkMWY4M2M5MDU4XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,Les Films Alain Sarde,R,"{'Source': 'Internet Movie Database', 'Value': '7.0/10'}",25 Dec 1996,True,117 min,movie,N/A,"André Téchiné (dialogue), Gilles Taurand (dialogue), Michel Alexandre, André Téchiné (scenario), Gilles Taurand (scenario), Pascal Bonitzer (scenario collaborator)",1996,tt0118100,7.0,"1,647",
Thieves,"Catherine Deneuve, Daniel Auteuil, Laurence Côte, Benoît Magimel",3 wins & 6 nominations.,N/A,France,N/A,André Téchiné,"Crime, Drama, Romance",French,N/A,"In the middle of the night, someone brings Ivan's body home to his wife and his sad-faced, jug-eared son. Through flashbacks, the film discloses the relationships among Ivan and his brother...",https://images-na.ssl-images-amazon.com/images/M/MV5BMGUyMzU3YjEtNDlkZC00NzcwLTg0ZjUtNWNkMWY4M2M5MDU4XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,Les Films Alain Sarde,R,"{'Source': 'Rotten Tomatoes', 'Value': '82%'}",25 Dec 1996,True,117 min,movie,N/A,"André Téchiné (dialogue), Gilles Taurand (dialogue), Michel Alexandre, André Téchiné (scenario), Gilles Taurand (scenario), Pascal Bonitzer (scenario collaborator)",1996,tt0118100,7.0,"1,647",
Hi Cousin!,"Gad Elmaleh, Messaoud Hattau, Magaly Berdy, Ann-Gisel Glass",3 wins & 1 nomination.,N/A,"France, Algeria, Belgium, Luxembourg",N/A,Merzak Allouache,Comedy,"French, Arabic",N/A,Salut Cousin! is the tale of two Algerian cousins and their mishaps in the racially volatile environment of Paris.,http://ia.media-imdb.com/images/M/MV5BMjI4OTMzNjk5Ml5BMl5BanBnXkFtZTcwMjE1MTMyMQ@@._V1_SX300.jpg,N/A,N/A,"{'Source': 'Internet Movie Database', 'Value': '6.4/10'}",21 Feb 1997,True,98 min,movie,N/A,"Merzak Allouache, Caroline Thivel",1996,tt0117544,6.4,253,
Le Bonheur,"Jean-Claude Drouot, Claire Drouot, Olivier Drouot, Sandrine Drouot",3 wins & 1 nomination.,N/A,France,22 Jan 2008,Agnès Varda,"Drama, Romance",French,N/A,"François, a young carpenter, lives a happy, uncomplicated life with his wife Thérèse and their two small children. One day he meets Emilie, a clerk in the local post office.",https://images-na.ssl-images-amazon.com/images/M/MV5BNmEyOTA4ZGQtZDRiOC00MGYwLThkMTMtYzY4MDlhMDVlMTMwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjg3MTIwODI@._V1_SX300.jpg,Criterion Collection,NOT RATED,"{'Source': 'Internet Movie Database', 'Value': '7.7/10'}",16 May 1997,True,79 min,movie,N/A,Agnès Varda,1965,tt0058985,7.7,"2,666",
Seventh Heaven,"Sandrine Kiberlain, Vincent Lindon, François Berléand, Francine Bergé",2 nominations.,N/A,France,16 Nov 1999,Benoît Jacquot,Drama,French,N/A,The slightly kleptomanic 29-year-old Mathilde is experiencing strange swoonings since a few days. There she encounters a mysterious doctor who treats her with hypnosis therapy. As she gets ...,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM3OTE4NTg3MV5BMl5BanBnXkFtZTcwMTE4MDIyMQ@@._V1_SX300.jpg,Zeitgeist Films,N/A,"{'Source': 'Internet Movie Database', 'Value': '6.8/10'}",31 Jul 1998,True,88 min,movie,N/A,"Benoît Jacquot, Jérôme Beaujour",1997,tt0124115,6.8,326,
Seventh Heaven,"Sandrine Kiberlain, Vincent Lindon, François Berléand, Francine Bergé",2 nominations.,N/A,France,16 Nov 1999,Benoît Jacquot,Drama,French,N/A,The slightly kleptomanic 29-year-old Mathilde is experiencing strange swoonings since a few days. There she encounters a mysterious doctor who treats her with hypnosis therapy. As she gets ...,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM3OTE4NTg3MV5BMl5BanBnXkFtZTcwMTE4MDIyMQ@@._V1_SX300.jpg,Zeitgeist Films,N/A,"{'Source': 'Rotten Tomatoes', 'Value': '57%'}",31 Jul 1998,True,88 min,movie,N/A,"Benoît Jacquot, Jérôme Beaujour",1997,tt0124115,6.8,326,
A Soldier's Daughter Never Cries,"Kris Kristofferson, Barbara Hershey, Leelee Sobieski, Jane Birkin",4 nominations.,N/A,"UK, France, USA",14 May 2002,James Ivory,Drama,"English, French",65,"This fictionalized story, based on the family life of writer James Jones, is an emotionless slice-of-life story. Jones here is portrayed as Bill Willis, a former war hero and now successful...",https://images-na.ssl-images-amazon.com/images/M/MV5BMjAwMjU3MjIxNl5BMl5BanBnXkFtZTcwOTYwMTgxMQ@@._V1_SX300.jpg,October Films,R,"{'Source': 'Internet Movie Database', 'Value': '6.9/10'}",18 Sep 1998,True,127 min,movie,N/A,"Kaylie Jones (novel), James Ivory (screenplay), Ruth Prawer Jhabvala (screenplay)",1998,tt0120835,6.9,"2,127",
A Soldier's Daughter Never Cries,"Kris Kristofferson, Barbara Hershey, Leelee Sobieski, Jane Birkin",4 nominations.,N/A,"UK, France, USA",14 May 2002,James Ivory,Drama,"English, French",65,"This fictionalized story, based on the family life of writer James Jones, is an emotionless slice-of-life story. Jones here is portrayed as Bill Willis, a former war hero and now successful...",https://images-na.ssl-images-amazon.com/images/M/MV5BMjAwMjU3MjIxNl5BMl5BanBnXkFtZTcwOTYwMTgxMQ@@._V1_SX300.jpg,October Films,R,"{'Source': 'Rotten Tomatoes', 'Value': '77%'}",18 Sep 1998,True,127 min,movie,N/A,"Kaylie Jones (novel), James Ivory (screenplay), Ruth Prawer Jhabvala (screenplay)",1998,tt0120835,6.9,"2,127",
A Soldier's Daughter Never Cries,"Kris Kristofferson, Barbara Hershey, Leelee Sobieski, Jane Birkin",4 nominations.,N/A,"UK, France, USA",14 May 2002,James Ivory,Drama,"English, French",65,"This fictionalized story, based on the family life of writer James Jones, is an emotionless slice-of-life story. Jones here is portrayed as Bill Willis, a former war hero and now successful...",https://images-na.ssl-images-amazon.com/images/M/MV5BMjAwMjU3MjIxNl5BMl5BanBnXkFtZTcwOTYwMTgxMQ@@._V1_SX300.jpg,October Films,R,"{'Source': 'Metacritic', 'Value': '65/100'}",18 Sep 1998,True,127 min,movie,N/A,"Kaylie Jones (novel), James Ivory (screenplay), Ruth Prawer Jhabvala (screenplay)",1998,tt0120835,6.9,"2,127",
Du côté de la côte,"Roger Coggio, Anne Olivier, Jacopo Nizi",N/A,N/A,France,N/A,Agnès Varda,"Documentary, Short, History",French,N/A,A humorous travelogue of the French Riviera.,https://images-na.ssl-images-amazon.com/images/M/MV5BNjMyOTkxZmYtNzgxMC00MzdhLWE1NmQtMjE5MWQ5MWM2NzM0XkEyXkFqcGdeQXVyMTU3MDQ1NjE@._V1_SX300.jpg,N/A,N/A,"{'Source': 'Internet Movie Database', 'Value': '7.2/10'}",27 Oct 2001,True,25 min,movie,N/A,"Agnès Varda (commentary), Agnès Varda (screenplay)",1958,tt0051561,7.2,317,
Reunion in France,"Joan Crawford, John Wayne, Philip Dorn, Reginald Owen",N/A,N/A,USA,22 May 2007,Jules Dassin,"Drama, Romance, War","English, German, French",N/A,"Frenchwoman Michele de la Becque, an opponent of the Nazis in German-occupied Paris, hides a downed American flyer, Pat Talbot, and attempts to get him safely out of the country.",https://images-na.ssl-images-amazon.com/images/M/MV5BM2YwMjk3YTAtNmI2Yi00YTdiLWExZGItMTllOTUyMjYzNTMyL2ltYWdlXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_SX300.jpg,MGM,PASSED,"{'Source': 'Internet Movie Database', 'Value': '6.1/10'}",25 Dec 1942,True,104 min,movie,N/A,"Jan Lustig (screenplay), Marvin Borowsky (screenplay), Marc Connelly (screenplay), Leslie Bush-Fekete (story)",1942,tt0035250,6.1,"1,140",
A Gentle Woman,"Dominique Sanda, Guy Frangin, Jeanne Lobre, Claude Ollier",1 win.,N/A,France,27 Jun 2000,Robert Bresson,"Drama, Romance",French,N/A,"A young woman kills herself, leaving no explanation to her grief-stricken pawnbroker husband. We learn in flashback about how they met, married, and how she failed to adapt her lifestyle to...",https://images-na.ssl-images-amazon.com/images/M/MV5BNDdiODI3YWMtNTkzNi00M2EyLWIyMWMtMTA2MTI5YTFiMzQyXkEyXkFqcGdeQXVyNzM0MDQ1Mw@@._V1_SX300.jpg,Acacia Films,N/A,"{'Source': 'Internet Movie Database', 'Value': '7.7/10'}",27 May 1971,True,88 min,movie,N/A,Fyodor Dostoevsky (from the short story by),1969,tt0065152,7.7,"1,724",
A Gentle Woman,"Dominique Sanda, Guy Frangin, Jeanne Lobre, Claude Ollier",1 win.,N/A,France,27 Jun 2000,Robert Bresson,"Drama, Romance",French,N/A,"A young woman kills herself, leaving no explanation to her grief-stricken pawnbroker husband. We learn in flashback about how they met, married, and how she failed to adapt her lifestyle to...",https://images-na.ssl-images-amazon.com/images/M/MV5BNDdiODI3YWMtNTkzNi00M2EyLWIyMWMtMTA2MTI5YTFiMzQyXkEyXkFqcGdeQXVyNzM0MDQ1Mw@@._V1_SX300.jpg,Acacia Films,N/A,"{'Source': 'Rotten Tomatoes', 'Value': '100%'}",27 May 1971,True,88 min,movie,N/A,Fyodor Dostoevsky (from the short story by),1969,tt0065152,7.7,"1,724",
L'ennemi intime,"Benoît Magimel, Albert Dupontel, Aurélien Recoing, Marc Barbé",2 wins & 4 nominations.,N/A,"France, Morocco",24 Jun 2008,Florent-Emilio Siri,"Drama, History, War","French, Arabic, Kabyle",61,A drama following a French platoon during Algeria's war of independence.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjIxNDA5OTk3NV5BMl5BanBnXkFtZTcwOTg2NzU4MQ@@._V1_SX300.jpg,SND,NOT RATED,"{'Source': 'Internet Movie Database', 'Value': '6.9/10'}",02 Oct 2009,True,111 min,movie,N/A,"Patrick Rotman (screenplay), Florent-Emilio Siri (adaptation), Patrick Rotman (adaptation)",2007,tt0825248,6.9,"2,958",
L'ennemi intime,"Benoît Magimel, Albert Dupontel, Aurélien Recoing, Marc Barbé",2 wins & 4 nominations.,N/A,"France, Morocco",24 Jun 2008,Florent-Emilio Siri,"Drama, History, War","French, Arabic, Kabyle",61,A drama following a French platoon during Algeria's war of independence.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjIxNDA5OTk3NV5BMl5BanBnXkFtZTcwOTg2NzU4MQ@@._V1_SX300.jpg,SND,NOT RATED,"{'Source': 'Rotten Tomatoes', 'Value': '57%'}",02 Oct 2009,True,111 min,movie,N/A,"Patrick Rotman (screenplay), Florent-Emilio Siri (adaptation), Patrick Rotman (adaptation)",2007,tt0825248,6.9,"2,958",
L'ennemi intime,"Benoît Magimel, Albert Dupontel, Aurélien Recoing, Marc Barbé",2 wins & 4 nominations.,N/A,"France, Morocco",24 Jun 2008,Florent-Emilio Siri,"Drama, History, War","French, Arabic, Kabyle",61,A drama following a French platoon during Algeria's war of independence.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjIxNDA5OTk3NV5BMl5BanBnXkFtZTcwOTg2NzU4MQ@@._V1_SX300.jpg,SND,NOT RATED,"{'Source': 'Metacritic', 'Value': '61/100'}",02 Oct 2009,True,111 min,movie,N/A,"Patrick Rotman (screenplay), Florent-Emilio Siri (adaptation), Patrick Rotman (adaptation)",2007,tt0825248,6.9,"2,958",
The Moon in the Gutter,"Gérard Depardieu, Nastassja Kinski, Victoria Abril, Bertice Reading",1 win & 4 nominations.,N/A,"France, Italy",20 Oct 2009,Jean-Jacques Beineix,Drama,French,N/A,"He is a revenge-obssessed stevedore whose sister was brutally raped and murdered. She is a wealthy, elusive woman. They try hard to get together... or do they?",https://images-na.ssl-images-amazon.com/images/M/MV5BODE0MzcwMTE0MV5BMl5BanBnXkFtZTcwNTc4OTQxMQ@@._V1_SX300.jpg,Cinema Libre Studio,R,"{'Source': 'Internet Movie Database', 'Value': '6.0/10'}",18 May 1983,True,137 min,movie,N/A,"Jean-Jacques Beineix (scenario), Olivier Mergault (scenario), David Goodis (novel)",1983,tt0085878,6.0,"1,027",
Belle toujours,"Michel Piccoli, Bulle Ogier, Ricardo Trêpa, Leonor Baldaque",4 nominations.,N/A,"Portugal, France",24 Jun 2008,Manoel de Oliveira,"Drama, Music",French,N/A,"38 years after the original story, Henri Husson thinks he sees Séverine one night in a concert. He follows her and makes her face her past and with sadism takes a slow and painful revenge on her.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjAyNjg5NjI4M15BMl5BanBnXkFtZTcwODY5NzQ5MQ@@._V1_SX300.jpg,New Yorker Films,N/A,"{'Source': 'Internet Movie Database', 'Value': '6.5/10'}",11 Apr 2007,True,68 min,movie,N/A,Manoel de Oliveira,2006,tt0475224,6.5,857,
Belle toujours,"Michel Piccoli, Bulle Ogier, Ricardo Trêpa, Leonor Baldaque",4 nominations.,N/A,"Portugal, France",24 Jun 2008,Manoel de Oliveira,"Drama, Music",French,N/A,"38 years after the original story, Henri Husson thinks he sees Séverine one night in a concert. He follows her and makes her face her past and with sadism takes a slow and painful revenge on her.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjAyNjg5NjI4M15BMl5BanBnXkFtZTcwODY5NzQ5MQ@@._V1_SX300.jpg,New Yorker Films,N/A,"{'Source': 'Rotten Tomatoes', 'Value': '71%'}",11 Apr 2007,True,68 min,movie,N/A,Manoel de Oliveira,2006,tt0475224,6.5,857,
King of Escape,"Ludovic Berthillot, Hafsia Herzi, Pierre Laur, Luc Palun",1 win & 3 nominations.,N/A,France,N/A,Alain Guiraudie,"Adventure, Comedy",French,80,"Armand, a man who sells farm machines in the country, is a popular middle-aged homosexual. Just as he was getting sick of life, he falls in love with a young girl called, Curlie, and goes on the run from her parents and the police.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjcyMzA5MDMxMl5BMl5BanBnXkFtZTgwNTk4Njg5NDE@._V1_SX300.jpg,N/A,N/A,"{'Source': 'Internet Movie Database', 'Value': '6.2/10'}",15 Jul 2009,True,93 min,movie,N/A,"Alain Guiraudie (screenplay), Laurent Lunetta (screenplay), Frédérique Moreau (collaboration)",2009,tt1354564,6.2,539,
King of Escape,"Ludovic Berthillot, Hafsia Herzi, Pierre Laur, Luc Palun",1 win & 3 nominations.,N/A,France,N/A,Alain Guiraudie,"Adventure, Comedy",French,80,"Armand, a man who sells farm machines in the country, is a popular middle-aged homosexual. Just as he was getting sick of life, he falls in love with a young girl called, Curlie, and goes on the run from her parents and the police.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjcyMzA5MDMxMl5BMl5BanBnXkFtZTgwNTk4Njg5NDE@._V1_SX300.jpg,N/A,N/A,"{'Source': 'Rotten Tomatoes', 'Value': '100%'}",15 Jul 2009,True,93 min,movie,N/A,"Alain Guiraudie (screenplay), Laurent Lunetta (screenplay), Frédérique Moreau (collaboration)",2009,tt1354564,6.2,539,
King of Escape,"Ludovic Berthillot, Hafsia Herzi, Pierre Laur, Luc Palun",1 win & 3 nominations.,N/A,France,N/A,Alain Guiraudie,"Adventure, Comedy",French,80,"Armand, a man who sells farm machines in the country, is a popular middle-aged homosexual. Just as he was getting sick of life, he falls in love with a young girl called, Curlie, and goes on the run from her parents and the police.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjcyMzA5MDMxMl5BMl5BanBnXkFtZTgwNTk4Njg5NDE@._V1_SX300.jpg,N/A,N/A,"{'Source': 'Metacritic', 'Value': '80/100'}",15 Jul 2009,True,93 min,movie,N/A,"Alain Guiraudie (screenplay), Laurent Lunetta (screenplay), Frédérique Moreau (collaboration)",2009,tt1354564,6.2,539,
Tomorrow We Move,"Sylvie Testud, Aurore Clément, Jean-Pierre Marielle, Natacha Régnier",1 win & 1 nomination.,N/A,"France, Belgium",19 Jul 2005,Chantal Akerman,Comedy,French,N/A,N/A,https://images-na.ssl-images-amazon.com/images/M/MV5BMTUwODA1NjI0Ml5BMl5BanBnXkFtZTcwODA4NjAzMQ@@._V1_SX300.jpg,RTBF,N/A,"{'Source': 'Internet Movie Database', 'Value': '6.0/10'}",03 Mar 2004,True,110 min,movie,N/A,"Chantal Akerman, Eric De Kuyper",2004,tt0328990,6.0,373,
Lai Bhaari,"Riteish Deshmukh, Radhika Apte, Tanvi Azmi, Uday Tikekar",N/A,N/A,India,N/A,Nishikant Kamat,Action,Marathi,N/A,"Sumitra travels to Pandharpur to find a ray of hope, after Sangram killed her husband and son and took over their business.",https://images-na.ssl-images-amazon.com/images/M/MV5BNWQ0ZWJmNGMtZWU5Mi00OTMwLWFjMzgtNzlhZmUyYjQwZWYxXkEyXkFqcGdeQXVyNjE4MTE3MDY@._V1_SX300.jpg,N/A,G,"{'Source': 'Internet Movie Database', 'Value': '6.4/10'}",11 Jul 2014,True,157 min,movie,N/A,"Sajid Nadiadwala (story), Ritesh Shah (screenplay), Sanjay Pawar (dialogue)",2014,tt3850798,6.4,622,
Haathi Mere Saathi,"Rajesh Khanna, Tanuja, David Abraham, Sujit Kumar",N/A,N/A,India,20 Apr 2004,M.A. Thirumugham,"Drama, Family, Musical",Hindi,N/A,"Orphaned Raju, in the company of four elephants, has to perform with them at street corners, in order to keep alive. Slowly he amasses a fortune, and is able to build his own private zoo, ...",https://images-na.ssl-images-amazon.com/images/M/MV5BYzU4OTIxM2MtYzRmYy00YzI3LWI5OWEtZWNmYmYzMjQwNGE5XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX300.jpg,N/A,N/A,"{'Source': 'Internet Movie Database', 'Value': '7.0/10'}",01 May 1971,True,170 min,movie,N/A,"Javed Akhtar (screenplay), Inder Raj Anand (dialogue), Sandow M.M.A. Chinnappa Devar (story), Salim Khan (screenplay)",1971,tt0272118,7.0,828,
Mera Naam Joker,"Manoj Kumar, Simi Garewal, Achala Sachdev, Rishi Kapoor",5 wins.,N/A,India,N/A,Raj Kapoor,"Comedy, Drama","Hindi, Russian, English",N/A,"Raju is a joker, a clown. It is what he is and what he always shall be. As his life story unfolds in three chapters, from his school days to the circus to the streets, he must always make ...",https://images-na.ssl-images-amazon.com/images/M/MV5BODM2NDIyNjYyM15BMl5BanBnXkFtZTcwNjA3NDEyMQ@@._V1_SX300.jpg,Yash Raj Films,N/A,"{'Source': 'Internet Movie Database', 'Value': '8.0/10'}",18 Dec 1970,True,224 min,movie,N/A,"Khwaja Ahmad Abbas (dialogue), Khwaja Ahmad Abbas (screenplay), Khwaja Ahmad Abbas (story)",1970,tt0066070,8.0,"3,754",
Benaam,"Amitabh Bachchan, Moushumi Chatterjee, Satyendra Kapoor, Madan Puri",N/A,N/A,India,12 Dec 2006,Narendra Bedi,"Drama, Mystery, Thriller",Hindi,N/A,"After helping a stabbing victim to the hospital, a man begins to receive anonymous threats. The only way to save his wife and child is to unravel the mystery of the killer's identity.",https://images-na.ssl-images-amazon.com/images/M/MV5BZWRlZmUxNDktNjQ5My00NmRmLTk5ZmMtMTI4NzY0ZTJhNzFmXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX300.jpg,Saavn,N/A,"{'Source': 'Internet Movie Database', 'Value': '6.9/10'}",18 Oct 1974,True,117 min,movie,N/A,"Narendra Bedi (screenplay), Jayant Dharmadhikari (screenplay), Kader Khan (dialogue)",1974,tt0071205,6.9,194,
Hero,"Sanjeev Kumar, Shammi Kapoor, Jackie Shroff, Meenakshi Sheshadri",N/A,N/A,India,N/A,Subhash Ghai,"Action, Drama, Romance",Hindi,N/A,"Notorious criminal Pasha has been imprisoned by the former Inspector General of Police, Shrikant Mathur. To get out of the situation, he writes to his best man, Jackie. Jackie goes to ...",https://images-na.ssl-images-amazon.com/images/M/MV5BMTAwMjQyNjk1MzReQTJeQWpwZ15BbWU4MDgwOTg5NTAx._V1_SX300.jpg,N/A,NOT RATED,"{'Source': 'Internet Movie Database', 'Value': '6.7/10'}",N/A,True,173 min,movie,N/A,"Mukta Ghai (story), Subhash Ghai, Ram Kelkar (screenplay)",1983,tt0123102,6.7,627,
Masoom,"Naseeruddin Shah, Shabana Azmi, Tanuja, Jugal Hansraj",5 wins.,N/A,India,N/A,Shekhar Kapur,"Drama, Family, Musical",Hindi,N/A,A happy family goes through turbulent times because of a big mistake by one of the family members.,https://images-na.ssl-images-amazon.com/images/M/MV5BYzcxNDM3ODAtOWI3ZS00YTViLTllZDgtYzczN2E3N2Q0ODU5XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX300.jpg,N/A,NOT RATED,"{'Source': 'Internet Movie Database', 'Value': '8.5/10'}",N/A,True,165 min,movie,N/A,Gulzar (screenplay and dialogue),1983,tt0085913,8.5,"2,880",
Rang Birangi,"Amol Palekar, Parveen Babi, Farooq Shaikh, Deepti Naval",N/A,N/A,India,03 Oct 2006,Hrishikesh Mukherjee,Comedy,Hindi,N/A,"Sparkling comedy about a meddling friend whose attempt to rekindle the spark in his friend's relationship with his wife of seven years leads to complications to their lives, and to the ...",https://images-na.ssl-images-amazon.com/images/M/MV5BNzA5NTM5MDktOTU0NS00YTNhLTk1NWItY2EwODQwYTJkZDI3XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX300.jpg,N/A,N/A,"{'Source': 'Internet Movie Database', 'Value': '7.3/10'}",23 Apr 1983,True,180 min,movie,N/A,"Kamleshwar (story), Hrishikesh Mukherjee (screenplay), Ashok Rawat (dialogue)",1983,tt0086170,7.3,344,
Karma,"Dilip Kumar, Nutan, Naseeruddin Shah, Jackie Shroff",N/A,N/A,India,N/A,Subhash Ghai,"Action, Adventure, Comedy",Hindi,N/A,The PSO is a British oriented group who wants to take control of India. When senior police inspector Vishwa Pratap Singh arrests there leader Dr. Michael Dang the authorities blast the jail...,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE0MTIxMzQ0MF5BMl5BanBnXkFtZTgwNTE1ODk1MDE@._V1_SX300.jpg,N/A,NOT RATED,"{'Source': 'Internet Movie Database', 'Value': '7.4/10'}",08 Aug 1986,True,193 min,movie,N/A,"Sachin Bhowmick (screenplay), Subhash Ghai, Kader Khan (dialogue)",1986,tt0091328,7.4,"1,406",
Mr. India,"Anil Kapoor, Sridevi, Amrish Puri, Satish Kaushik",1 win.,N/A,India,06 Sep 2005,Shekhar Kapur,"Action, Adventure, Family",Hindi,N/A,"A poor but big-hearted man takes orphans into his home. After discovering his scientist father's invisibility device, he rises to the occasion and fights to save his children and all of India from the clutches of a megalomaniac.",https://images-na.ssl-images-amazon.com/images/M/MV5BNjJjNjEyOTEtNDhhZi00MDM1LWExMTYtZmNjNDE1OTQ2OTE0XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX300.jpg,N/A,N/A,"{'Source': 'Internet Movie Database', 'Value': '7.8/10'}",25 May 1987,True,179 min,movie,N/A,"Javed Akhtar, Salim Khan",1987,tt0093578,7.8,"10,135",
